NS	Entrophy	LT	NUC	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
